country_code,city_name,ascii_name,alt_names,latitude,longitude,iana_timezone,utc_offset_minutes,utc_offset_label
PG,Awaba,Awaba,AWB,-8.014,142.75,Asia/Vladivostok,600,UTC+10:00
US,"Wisconsin Rapids, Wisconsin","Wisconsin Rapids, Wisconsin",ISW|KISW,44.3606456,-89.8381412,America/Chicago,-300,UTC-05:00
MY,Lawas,Lawas,LWY|WBGW,4.84917,115.408,Asia/Kuching,480,UTC+08:00
US,"New Haven, CT","New Haven, CT",HVN|KHVN|ZVE,41.26375,-72.886806,America/New_York,-240,UTC-04:00
MZ,Pemba,Pemba,FQPB|POL,-12.986753,40.522492,Africa/Maputo,120,UTC+02:00
US,"Springfield, Illinois","Springfield, Illinois",KSPI|SPI,39.8441,-89.677889,America/Chicago,-300,UTC-05:00
CA,Stephenville,Stephenville,CYJT|YJT,48.544167,-58.549999,America/St_Johns,-150,UTC-02:30
TR,Kahramanmaras,Kahramanmaras,KCM|LTCN,37.539,36.9534,Europe/Istanbul,180,UTC+03:00
US,"Lake Charles, Louisiana","Lake Charles, Louisiana",KLCH|LCH,30.126112,-93.223335,America/Chicago,-300,UTC-05:00
US,"Kasigluk, Alaska","Kasigluk, Alaska",KUK|PFKA,60.873333,-162.524444,America/Nome,-480,UTC-08:00
US,"Dalhart, Texas","Dalhart, Texas",DHT|KDHT,36.022586,-102.547278,America/Chicago,-300,UTC-05:00
CA,Ogoki,Ogoki,CNT3|YOG,51.6586,-85.9017,America/Toronto,-240,UTC-04:00
US,"Hazleton, Pennsylvania","Hazleton, Pennsylvania",HZL|KHZL,40.989167,-76.0025,America/New_York,-240,UTC-04:00
SE,Kiruna,Kiruna,ESNQ|KRN,67.821986,20.336764,Europe/Stockholm,120,UTC+02:00
IN,Agatti Island,Agatti Island,AGX|VOAT,10.823656,72.176042,Asia/Kolkata,330,UTC+05:30
US,"Ekuk, Alaska","Ekuk, Alaska",KKU,58.81168,-158.56106,America/Anchorage,-480,UTC-08:00
NP,Pokhara,Pokhara,PKR|VNPK,28.200881,83.982056,Asia/Kathmandu,345,UTC+05:45
US,"Pasco, Washington","Pasco, Washington",PSC,46.2647,-119.119,America/Los_Angeles,-420,UTC-07:00
MG,Tulear,Tulear,FMST|TLE,-23.383369,43.728453,Indian/Antananarivo,180,UTC+03:00
US,"Jackson, Tennessee","Jackson, Tennessee",KMKL|MKL,35.599889,-88.915611,America/Chicago,-300,UTC-05:00
NO,Hasvik,Hasvik,ENHK|HAA,70.486675,22.139744,Europe/Oslo,120,UTC+02:00
JP,Kyoto,Kyoto,UKY,35.016667,135.766667,Asia/Tokyo,540,UTC+09:00
ST,Principe,Principe,FPPR|PCP,1.662936,7.411742,Africa/Sao_Tome,0,UTC+00:00
PG,Kiunga,Kiunga,AYKI|UNG,-6.12571,141.282,Pacific/Port_Moresby,600,UTC+10:00
TR,Batman,Batman,BAL|LTCJ,37.928969,41.116583,Europe/Istanbul,180,UTC+03:00
JP,Takamatsu,Takamatsu,RJOT|TAK,34.214167,134.015556,Asia/Tokyo,540,UTC+09:00
GU,Guam,Guam,GUM|PGUA|PGUM|UAM,13.48345,144.795983,Pacific/Guam,600,UTC+10:00
BR,Breves,Breves,BVS|SNVS,-1.681944,-50.48,America/Belem,-180,UTC-03:00
DE,Bitburg,Bitburg,BBJ|EDAB,51.193531,14.519747,Europe/Berlin,120,UTC+02:00
YE,Hodeidah,Hodeidah,HOD|OYHD,14.753,42.976336,Asia/Aden,180,UTC+03:00
LT,Siauliai,Siauliai,EYSA|SQQ,55.893886,23.394975,Europe/Vilnius,180,UTC+03:00
SN,Kolda,Kolda,KDA,12.88333,-14.96667,Africa/Dakar,0,UTC+00:00
FR,Rouen,Rouen,LFOP|URO,49.384172,1.1748,Europe/Paris,120,UTC+02:00
PA,Changuinola,Changuinola,CHX|MPCH,9.458636,-82.516806,America/Panama,-300,UTC-05:00
IN,Vijayawada,Vijayawada,VGA|VOBZ,16.530433,80.796847,Asia/Kolkata,330,UTC+05:30
AR,Mendoza,Mendoza,MDZ|SAME,-32.831717,-68.792856,America/Argentina/Mendoza,-180,UTC-03:00
NO,Sogndal,Sogndal,ENSG|SOG,61.1561,7.13778,Europe/Oslo,120,UTC+02:00
IR,Shahre-Kord,Shahre-Kord,CQD|OIFS,32.2972,50.8422,Asia/Tehran,210,UTC+03:30
CA,Round Lake,Round Lake,CZRJ|ZRJ,52.9436,-91.3128,America/Winnipeg,-300,UTC-05:00
TV,Funafuti Atol,Funafuti Atol,FUN|NGFU,-8.525,179.196389,Pacific/Funafuti,720,UTC+12:00
BR,Macapa,Macapa,MCP|SBMQ,0.050664,-51.072178,America/Belem,-180,UTC-03:00
BR,Sorocaba,Sorocaba,SDCO|SOD,-23.478,-47.49,America/Sao_Paulo,-180,UTC-03:00
AU,Moomba,Moomba,MOO|YOOM,-28.1,140.2,Australia/Adelaide,570,UTC+09:30
AU,Hervey Bay,Hervey Bay,HVB|YHBA,-25.318889,152.880278,Australia/Brisbane,600,UTC+10:00
US,"Burlington, Vermont","Burlington, Vermont",BTV|KBTV,44.471861,-73.153278,America/New_York,-240,UTC-04:00
PG,Linga Linga,Linga Linga,LGN,0.0,0.0,Asia/Vladivostok,600,UTC+10:00
MR,Nouakchott,Nouakchott,GQNN|NKC,18.097856,-15.947956,Africa/Nouakchott,0,UTC+00:00
US,"Perryville, Alaska","Perryville, Alaska",KPV|PAPE,55.906667,-159.160833,America/Anchorage,-480,UTC-08:00
CN,Taizhou (Zhejiang),Taizhou (Zhejiang),HYN|ZSLQ,28.5622,121.429,Asia/Shanghai,480,UTC+08:00
RU,Rybinsk,Rybinsk,RYB|UUBK,58.1042,38.9294,Europe/Moscow,180,UTC+03:00
GB,Belfast,Belfast,BFS|BHD|EGAA|EGAC,54.6575,-6.215833,Europe/London,60,UTC+01:00
SA,Riyadh,Riyadh,OERK|RUH,24.95764,46.698776,Asia/Riyadh,180,UTC+03:00
US,"North Bend, Oregon","North Bend, Oregon",KOTH|OTH,43.4171,-124.246,America/Los_Angeles,-420,UTC-07:00
AU,Kalkurung,Kalkurung,KFG|YKKG,-17.4319,130.808,Australia/Darwin,570,UTC+09:30
US,"Edwards Afb, California","Edwards Afb, California",EDW|KEDW,34.905417,-117.883739,America/Los_Angeles,-420,UTC-07:00
US,"Billings, Montana","Billings, Montana",BIL|KBIL,45.80921,-108.537654,America/Denver,-360,UTC-06:00
RU,Anadyr,Anadyr,DYR|UHMA,64.73495,177.741483,Asia/Anadyr,720,UTC+12:00
MY,Sibu,Sibu,SBW|WBGS,2.261603,111.985322,Asia/Kuching,480,UTC+08:00
NP,Taplejung,Taplejung,TPJ|VNTJ,27.35,84.667,Asia/Kathmandu,345,UTC+05:45
BR,Blumenau,Blumenau,BNU|SSBL,-26.834239,-49.091696,America/Sao_Paulo,-180,UTC-03:00
ZA,Thaba Nchu,Thaba Nchu,TCU,-29.3178,26.8228,Africa/Johannesburg,120,UTC+02:00
MX,Tehuacan,Tehuacan,MMHC|TCN,18.497189,-97.419942,America/Mexico_City,-360,UTC-06:00
IR,Yazd,Yazd,AZD|OIYY,31.904908,54.276503,Asia/Tehran,210,UTC+03:30
US,"Champaign, Illinois","Champaign, Illinois",CMI|KCMI,40.03925,-88.278056,America/Chicago,-300,UTC-05:00
GR,Kastoria,Kastoria,KSO|LGKA,40.446294,21.282186,Europe/Athens,180,UTC+03:00
CA,Wollaston Lake,Wollaston Lake,CZWL|ZWL,58.1069,-103.172,America/Regina,-360,UTC-06:00
VE,Tucupita,Tucupita,SVTC|TUV,9.088994,-62.094175,America/Caracas,-240,UTC-04:00
PG,Kuri,Kuri,KUQ,0.0,0.0,Pacific/Port_Moresby,600,UTC+10:00
MT,Malta,Malta,LMML|MLA,35.857497,14.4775,Europe/Malta,120,UTC+02:00
US,"Circle, Alaska","Circle, Alaska",IRC|PACR,65.827778,-144.076111,America/Anchorage,-480,UTC-08:00
BB,Bridgetown,Bridgetown,BGI|TBPB,13.074603,-59.492456,America/Barbados,-240,UTC-04:00
AR,Gualeguaychu,Gualeguaychu,GHU|SAAG,-33.010278,-58.613056,America/Argentina/Cordoba,-180,UTC-03:00
VU,Ipota,Ipota,IPA|NVVI,-18.8783,169.308,Pacific/Efate,660,UTC+11:00
IN,Coimbatore,Coimbatore,CJB|VOCB,11.030031,77.043383,Asia/Kolkata,330,UTC+05:30
FR,Strasbourg,Strasbourg,LFST|SXB|XER|XWG,48.538319,7.628233,Europe/Paris,120,UTC+02:00
CH,Zuerich,Zuerich,LSZH|ZLP|ZRH,47.464722,8.549167,Europe/Zurich,120,UTC+02:00
DE,Goettingen,Goettingen,ZEU,51.536631,9.926776,Europe/Berlin,120,UTC+02:00
TH,Sakon Nakhon,Sakon Nakhon,SNO|VTUI,17.195142,104.118625,Asia/Bangkok,420,UTC+07:00
CL,Porvenir,Porvenir,WPR,-53.2537,-70.319228,America/Santiago,-240,UTC-04:00
US,"Caldwell, New Jersey","Caldwell, New Jersey",CDW|KCDW,40.8752222,-74.2813611,America/New_York,-240,UTC-04:00
BE,Liege,Liege,EBLG|LGG|XHN,50.637417,5.443222,Europe/Brussels,120,UTC+02:00
BD,Barisal,Barisal,BZL|VGBR,22.801,90.3012,Asia/Dhaka,360,UTC+06:00
US,"Grand Marais, Minnesota","Grand Marais, Minnesota",GRM|KCKC,47.8383333,-90.3829444,America/Detroit,-240,UTC-04:00
CN,Fuzhou,Fuzhou,FOC|ZSFZ,25.935064,119.663272,Asia/Shanghai,480,UTC+08:00
CN,Qiemo,Qiemo,IQM|ZWCM,38.1494,85.5328,Asia/Urumqi,360,UTC+06:00
SE,Norrkoeping,Norrkoeping,ESSP|NRK|XYK,58.586253,16.250622,Europe/Stockholm,120,UTC+02:00
GY,Orinduik,Orinduik,ORJ|SYOR,4.7,-60.016667,America/Boa_Vista,-240,UTC-04:00
FJ,Suva,Suva,NFNA|SUV,-18.043267,178.559228,Pacific/Fiji,720,UTC+12:00
GF,Maripasoula,Maripasoula,MPY|SOOA,3.6575,-54.037222,America/Cayenne,-180,UTC-03:00
GL,Qaanaaq,Qaanaaq,BGQQ|NAQ,77.4886,-69.3887,America/Thule,-180,UTC-03:00
US,"Hoonah, Alaska","Hoonah, Alaska",HNH|PAOH,58.096111,-135.409722,America/Juneau,-480,UTC-08:00
RU,Samara,Samara,KUF,53.5,50.15,Europe/Samara,240,UTC+04:00
RU,Yaroslavl,Yaroslavl,IAR|UUDL,57.56066668,40.15736945,Europe/Moscow,180,UTC+03:00
CN,Linyi,Linyi,LYI|ZSLY,35.0461,118.412,Asia/Shanghai,480,UTC+08:00
IS,Egilsstadir,Egilsstadir,BIEG|EGS,65.283333,-14.401389,Atlantic/Reykjavik,0,UTC+00:00
IE,Sligo,Sligo,EISG|SXL,54.280214,-8.599206,Europe/Dublin,60,UTC+01:00
PH,Baguio,Baguio,BAG|RPUB,16.375103,120.619636,Asia/Manila,480,UTC+08:00
FR,Carcassonne,Carcassonne,CCF|LFMK,43.215978,2.306317,Europe/Paris,120,UTC+02:00
US,"Hillsboro, Oregon","Hillsboro, Oregon",HIO|KHIO,45.540394,-122.949825,America/Los_Angeles,-420,UTC-07:00
HK,Hong Kong,Hong Kong,HKG|HKM|VHHH,22.308919,113.914603,Asia/Hong_Kong,480,UTC+08:00
ES,San Sebastian,San Sebastian,EAS|FDD|LESO,43.356519,-1.790611,Europe/Madrid,120,UTC+02:00
IR,Parsabad,Parsabad,OITP|PFQ,39.603606,47.8815,Asia/Tehran,210,UTC+03:30
CA,Davis Inlet,Davis Inlet,YDI,0.0,0.0,America/Halifax,-180,UTC-03:00
DE,Fuerstenfeldbruck,Fuerstenfeldbruck,ETSF|FEL,48.205667,11.267,Europe/Berlin,120,UTC+02:00
US,"Rocky Mount, NC","Rocky Mount, NC",KRWI|RWI,35.8563,-77.8919,America/New_York,-240,UTC-04:00
AU,Cootamundra,Cootamundra,CMD,-34.6239,148.028,Australia/Sydney,600,UTC+10:00
JP,Tsushima,Tsushima,RJDT|TSJ,34.284889,129.33055,Asia/Tokyo,540,UTC+09:00
CN,Xi An Xiguan,Xi An Xiguan,SIA|ZLSN,34.3767,109.12,Asia/Chongqing,480,UTC+08:00
US,"Grand Junction, Colorado","Grand Junction, Colorado",GJT|KGJT,39.122413,-108.526735,America/Denver,-360,UTC-06:00
MN,Ulaangom,Ulaangom,ULO|ZMUG,49.973333,92.079722,Asia/Hovd,420,UTC+07:00
IN,Imphal,Imphal,IMF|VEIM,24.75995,93.896697,Asia/Kolkata,330,UTC+05:30
AF,Qala Nau,Qala Nau,LQN,34.985,63.1178,Asia/Kabul,270,UTC+04:30
US,"Port Alexander, Alaska","Port Alexander, Alaska",PTD,0.0,0.0,America/Sitka,-480,UTC-08:00
DK,Sindal,Sindal,CNL|EKSN,57.503525,10.229372,Europe/Copenhagen,120,UTC+02:00
CA,Meadow Lake,Meadow Lake,CYLJ|YLJ,54.125278,-108.522778,America/Regina,-360,UTC-06:00
SI,Portoroz,Portoroz,LJPZ|POW,45.473353,13.614978,Europe/Ljubljana,120,UTC+02:00
PK,Dera Ismail Khan,Dera Ismail Khan,DSK|OPDI,31.909422,70.896639,Asia/Karachi,300,UTC+05:00
CD,Mbandaka,Mbandaka,FZEA|MDK,0.0226,18.288744,Africa/Kinshasa,60,UTC+01:00
US,"Presque Isle, Maine","Presque Isle, Maine",KPQI|PQI,46.688958,-68.044797,America/New_York,-240,UTC-04:00
SY,Latakia,Latakia,LTK|OSLK,35.401094,35.948681,Asia/Damascus,180,UTC+03:00
US,"Hollis, Alaska","Hollis, Alaska",HYL,55.481667,-132.646111,America/Anchorage,-480,UTC-08:00
CN,Tangshan,Tangshan,TVS|ZBSN,39.717444,118.002389,Asia/Shanghai,480,UTC+08:00
SE,Hemavan,Hemavan,ESUT|HMV,65.806111,15.082778,Europe/Stockholm,120,UTC+02:00
KI,Teraina,Teraina,TNQ,0.0,0.0,Pacific/Kiritimati,840,UTC+14:00
OM,Sur,Sur,SUH,0.0,0.0,Asia/Muscat,240,UTC+04:00
TR,Agri,Agri,AJI|LTCO,39.6546,43.0271,Europe/Istanbul,180,UTC+03:00
SB,Honiara,Honiara,AGGH|HIR,-9.428,160.054789,Pacific/Guadalcanal,660,UTC+11:00
US,"Chisana, Alaska","Chisana, Alaska",CZN,62.071111,-142.048333,America/Anchorage,-480,UTC-08:00
CA,Qikiqtarjuaq,Qikiqtarjuaq,CYVM|YVM,67.545833,-64.031389,America/Pangnirtung,-240,UTC-04:00
IN,Cuddapah,Cuddapah,CDP|VOCP,14.509961,78.772833,Asia/Kolkata,330,UTC+05:30
GY,Sandcreek,Sandcreek,KSDC|SDC,43.2347904,-77.119444,America/Guyana,-240,UTC-04:00
AR,Neuquen,Neuquen,NQN|SAZN,-38.949,-68.155711,America/Argentina/Salta,-180,UTC-03:00
TO,Ha Apai,Ha Apai,HPA|NFTL,-19.777,-174.341,Pacific/Tongatapu,780,UTC+13:00
BR,Santana Do Aragua,Santana Do Aragua,CMP|SNKE,-9.505,-50.625,America/Belem,-180,UTC-03:00
BR,Criciuma,Criciuma,CCM|SBCM,-28.725817,-49.424739,America/Sao_Paulo,-180,UTC-03:00
EG,Mersa Matruh,Mersa Matruh,HEMM|MUH,31.325356,27.221689,Africa/Cairo,180,UTC+03:00
VU,Sola,Sola,NVSC|SLH,-13.8517,167.537,Pacific/Efate,660,UTC+11:00
MN,Bayankhongor,Bayankhongor,BYN|ZMBH,46.1633,100.704,Asia/Ulaanbaatar,480,UTC+08:00
US,"Jacksonville, Florida","Jacksonville, Florida",JAX|KJAX|KNIP|KVQQ|NIP|VQQ,30.494056,-81.687861,America/New_York,-240,UTC-04:00
US,"Kaltag, Alaska","Kaltag, Alaska",KAL|PAKV,64.3191,-158.741,America/Anchorage,-480,UTC-08:00
US,"Corpus Christi, Texas","Corpus Christi, Texas",CRP|KCRP,27.770361,-97.501222,America/Chicago,-300,UTC-05:00
SN,Kaolack,Kaolack,GOOK|KLC,14.146881,-16.051297,Africa/Dakar,0,UTC+00:00
NO,Trondheim,Trondheim,ENVA|TRD,63.457556,10.92425,Europe/Oslo,120,UTC+02:00
CA,Bonaventure,Bonaventure,CYVB|YVB,48.0711,-65.4603,America/Montreal,-240,UTC-04:00
CN,Luzhou,Luzhou,LZO|ZULZ,28.8522,105.393,Asia/Chongqing,480,UTC+08:00
RO,Tirgu Mures,Tirgu Mures,LRTM|TGM,46.467714,24.412525,Europe/Bucharest,180,UTC+03:00
TW,Kinmen,Kinmen,KNH|RCBS,24.427892,118.359197,Asia/Taipei,480,UTC+08:00
GR,Samos,Samos,LGSM|SMI,37.689999,26.911667,Europe/Athens,180,UTC+03:00
TC,Grand Turk Is,Grand Turk Is,GDT|MBGT,21.4445,-71.1423,America/Grand_Turk,-240,UTC-04:00
DE,Flensburg,Flensburg,EDXF|FLF,54.771772,9.378214,Europe/Berlin,120,UTC+02:00
US,"Marshfield, Wisconsin","Marshfield, Wisconsin",KMFI|MFI,44.6368797,-90.1893267,America/Chicago,-300,UTC-05:00
FR,Deauville,Deauville,DOL|LFRG,49.365339,0.154306,Europe/Paris,120,UTC+02:00
US,"Nashua, New Hampshire","Nashua, New Hampshire",ASH|KASH,42.78175,-71.5147778,America/New_York,-240,UTC-04:00
IT,Venice,Venice,LIPH|LIPZ|TSF|VCE|XVQ|XVY,45.505278,12.351944,Europe/Rome,120,UTC+02:00
US,"El Centro, CA","El Centro, CA",IPL|KIPL|KNJK|NJK,32.834219,-115.578744,America/Los_Angeles,-420,UTC-07:00
US,"Durango, Colorado","Durango, Colorado",DRO|KDRO,37.151516,-107.75377,America/Denver,-360,UTC-06:00
US,"Shaktoolik, Alaska","Shaktoolik, Alaska",PFSH|SKK,64.371111,-161.223889,America/Anchorage,-480,UTC-08:00
MG,Ambatomainty,Ambatomainty,AMY,-17.1667,47.1833,Africa/Juba,120,UTC+02:00
SY,Aleppo,Aleppo,ALP|OSAP,36.180675,37.224358,Asia/Damascus,180,UTC+03:00
PT,Terceira Island,Terceira Island,LPLA|TER,38.761842,-27.090797,Atlantic/Azores,0,UTC+00:00
AU,Long Island,Long Island,HAP,0.0,0.0,Asia/Vladivostok,600,UTC+10:00
KZ,Pavlodar,Pavlodar,PWQ|UASP,52.195,77.073889,Asia/Qyzylorda,300,UTC+05:00
US,"Fort Riley, Kansas","Fort Riley, Kansas",FRI|KFRI,39.055275,-96.764453,America/Chicago,-300,UTC-05:00
FR,Saint Brieuc,Saint Brieuc,LFRT|SBK,48.537777,-2.854445,Europe/Paris,120,UTC+02:00
US,"Kobuk, Alaska","Kobuk, Alaska",OBU|PAOB,66.912222,-156.897222,America/Anchorage,-480,UTC-08:00
ZM,Chipata,Chipata,CIP|FLCP,-13.5583,32.5872,Africa/Lusaka,120,UTC+02:00
CR,Canas,Canas,CSC|MRCA,10.414,-85.0917,America/Costa_Rica,-360,UTC-06:00
RU,Ust Ilimsk,Ust Ilimsk,UIBS|UIK,58.135,102.566,Asia/Irkutsk,480,UTC+08:00
SB,Auki,Auki,AGGA|AKS,-8.70257,160.682,Pacific/Guadalcanal,660,UTC+11:00
VU,Gaua,Gaua,NVSQ|ZGU,-14.2181,167.587,Pacific/Efate,660,UTC+11:00
BR,Petrolina,Petrolina,PNZ|SBPL,-9.362411,-40.569097,America/Recife,-180,UTC-03:00
FR,Brest,Brest,BES|LFRB,48.447911,-4.418539,Europe/Paris,120,UTC+02:00
US,"Athens, Tennessee","Athens, Tennessee",KMMI|MMI,35.39919,-84.56177,America/New_York,-240,UTC-04:00
GB,Lossiemouth,Lossiemouth,EGQS|LMO,57.705214,-3.339169,Europe/London,60,UTC+01:00
TW,Orchid Island,Orchid Island,KYD|RCLY,22.028842,121.533642,Asia/Taipei,480,UTC+08:00
FR,Angers,Angers,ANE|LFJR|QXG,47.5603,-0.312222,America/Chicago,-300,UTC-05:00
MZ,Vilanculos,Vilanculos,FQVL|VNX,-22.018431,35.313297,Africa/Maputo,120,UTC+02:00
DE,Borkum,Borkum,BMK|EDWR,53.5955,6.709167,Europe/Berlin,120,UTC+02:00
SA,Wadi Ad Dawasir,Wadi Ad Dawasir,OEWD|WAE,20.504275,45.199556,Asia/Riyadh,180,UTC+03:00
LV,Riga,Riga,EVRA|RIX,56.923611,23.971111,Europe/Riga,180,UTC+03:00
RU,Cherepovets,Cherepovets,CEE|ULBC,59.279593,38.022102,Europe/Moscow,180,UTC+03:00
JP,Shonai,Shonai,RJSY|SYO,38.812222,139.787222,Asia/Tokyo,540,UTC+09:00
AF,Zaranj,Zaranj,OAZJ|ZAJ,30.969167,61.866944,Asia/Kabul,270,UTC+04:30
PL,Koszalin,Koszalin,EPKO|OSZ,54.041,16.266,Europe/Warsaw,120,UTC+02:00
VU,Craig Cove,Craig Cove,CCV|NVSF,-16.265,167.924,Pacific/Efate,660,UTC+11:00
CN,Chaoyang(Liaoning),Chaoyang(Liaoning),CHG|ZYCY,41.5381,120.435,Asia/Shanghai,480,UTC+08:00
US,"Harrison, Arkansas","Harrison, Arkansas",HRO|KHRO,36.261519,-93.154728,America/Chicago,-300,UTC-05:00
FR,Rodez,Rodez,LFCR|RDZ,44.407869,2.482672,Europe/Paris,120,UTC+02:00
DO,Santo Domingo,Santo Domingo,JBQ|MDJB|MDSD|SDQ,18.429664,-69.668925,America/Santo_Domingo,-240,UTC-04:00
IT,Cuneo,Cuneo,CUF|LIMZ,44.547019,7.623217,Europe/Rome,120,UTC+02:00
MX,Palenque,Palenque,PQM,17.5334,-91.9845,America/Mexico_City,-360,UTC-06:00
US,"Provincetown, Massachusetts","Provincetown, Massachusetts",KPVC|PVC,42.071945,-70.22139,America/New_York,-240,UTC-04:00
GY,Mabaruma,Mabaruma,SYMB|USI,8.2,-59.783333,America/Guyana,-240,UTC-04:00
PH,Camiguin,Camiguin,CGM|RPMH,9.25352,124.707,Asia/Manila,480,UTC+08:00
DZ,Jijel,Jijel,DAAV|GJL,36.795136,5.873608,Africa/Algiers,60,UTC+01:00
US,"Osage Beach, Missouri","Osage Beach, Missouri",ORBM|OSB,36.305833,43.1475,America/Montreal,-240,UTC-04:00
US,"Midland, Texas","Midland, Texas",KMAF|MAF,31.942528,-102.201914,America/Chicago,-300,UTC-05:00
NO,Forde,Forde,FDE,61.392,5.763,Europe/Oslo,120,UTC+02:00
BO,Sucre,Sucre,SLSU|SRE,-19.007083,-65.288747,America/La_Paz,-240,UTC-04:00
BR,Dourados,Dourados,DOU|SSDO,-22.220833,-54.805833,America/Campo_Grande,-240,UTC-04:00
US,"Elkhart, Indiana","Elkhart, Indiana",EKI,41.719444,-86.003333,America/Indiana/Indianapolis,-240,UTC-04:00
CN,Nanyang,Nanyang,NNY|ZHNY,32.9808,112.615,Asia/Shanghai,480,UTC+08:00
AR,Santa Fe,Santa Fe,SAAV|SFN,-31.711666,-60.811668,America/Argentina/Cordoba,-180,UTC-03:00
US,"Kake, Alaska","Kake, Alaska",KAE,56.973056,-133.945556,America/Sitka,-480,UTC-08:00
US,"Lewiston, Maine","Lewiston, Maine",KLEW|LEW,44.0484728,-70.2835075,America/New_York,-240,UTC-04:00
CA,Wha Ti Lac La Matre,Wha Ti Lac La Matre,CEM3|YLE,63.1317,-117.246,America/Yellowknife,-360,UTC-06:00
US,"Mojave, California","Mojave, California",KMHV|MHV,35.059364,-118.151856,America/Los_Angeles,-420,UTC-07:00
US,"Telluride, Colorado","Telluride, Colorado",KTEX|TEX,37.953759,-107.90848,America/Denver,-360,UTC-06:00
SD,Eldebba,Eldebba,EDB,18.025,30.9583,Africa/Khartoum,120,UTC+02:00
CA,Oshawa,Oshawa,CYOO|YOO,43.9228,-78.895,America/Toronto,-240,UTC-04:00
SB,Ramata,Ramata,AGRM|RBV,-8.16806,157.643,Pacific/Guadalcanal,660,UTC+11:00
CA,Estevan,Estevan,CYEN|YEN,49.210278,-102.965833,America/Regina,-360,UTC-06:00
US,"Springdale, Arkansas","Springdale, Arkansas",KSPZ|SPZ,39.4030278,-119.2511944,America/Chicago,-300,UTC-05:00
PK,Badin,Badin,BDN|OPTH,24.841519,68.838408,Asia/Karachi,300,UTC+05:00
US,"Edna Bay, Alaska","Edna Bay, Alaska",EDA,55.95002,-133.66662,America/Anchorage,-480,UTC-08:00
MG,Mampikony,Mampikony,FMNP|WMP,-16.049,47.622,Indian/Antananarivo,180,UTC+03:00
FR,Ile D Yeu,Ile D Yeu,IDY|LFEY,46.718611,-2.391111,Europe/Paris,120,UTC+02:00
BY,Minsk,Minsk,MHP|MSQ|UMMM|UMMS,53.882469,28.030731,Europe/Minsk,180,UTC+03:00
GR,Volos,Volos,LGBL|VOL,39.219619,22.794339,Europe/Athens,180,UTC+03:00
BR,Ribeirao Preto,Ribeirao Preto,RAO|SBRP,-21.134167,-47.774189,America/Sao_Paulo,-180,UTC-03:00
US,"Troutdale, Oregon","Troutdale, Oregon",KTTD|TTD,45.54937,-122.401253,America/Los_Angeles,-420,UTC-07:00
FR,Lannion,Lannion,LAI|LFRO,48.754378,-3.471656,Europe/Paris,120,UTC+02:00
RU,Astrakhan,Astrakhan,ASF|URWA,46.283333,48.006278,Europe/Volgograd,180,UTC+03:00
CM,Batouri,Batouri,OUR,4.46667,14.36667,Africa/Douala,60,UTC+01:00
FR,Chalons En Champagne,Chalons En Champagne,LFOK|XCR,48.776072,4.184492,Europe/Paris,120,UTC+02:00
ZA,Phalaborwa,Phalaborwa,FAPH|PHW,-23.937166,31.15539,Africa/Johannesburg,120,UTC+02:00
US,"Rock Springs, Wyoming","Rock Springs, Wyoming",KRKS|RKS,41.5942,-109.065,America/Denver,-360,UTC-06:00
CA,Mont Joli,Mont Joli,CYYY|YYY,48.608612,-68.208056,America/Montreal,-240,UTC-04:00
NL,Bergen Op Zoom,Bergen Op Zoom,EHWO|WOE,51.449092,4.342031,Europe/Amsterdam,120,UTC+02:00
IS,Isafjordur,Isafjordur,BIIS|IFJ,66.058056,-23.135278,Atlantic/Reykjavik,0,UTC+00:00
CA,Dauphin,Dauphin,CYDN|YDN,51.100834,-100.0525,America/Winnipeg,-300,UTC-05:00
NL,Apeldoorn,Apeldoorn,QYP,52.212419,5.965886,Europe/Amsterdam,120,UTC+02:00
TH,Nakhon Phanom,Nakhon Phanom,KOP|VTUW,17.383794,104.643022,Asia/Bangkok,420,UTC+07:00
ID,Atambua,Atambua,ABU,-9.07305,124.905,Asia/Makassar,480,UTC+08:00
US,"Salem, Oregon","Salem, Oregon",KSLE|SLE,44.9095,-123.003,America/Los_Angeles,-420,UTC-07:00
RU,Sevastopol,Sevastopol,UKFB|UKS,44.691431,33.57567,Europe/Simferopol,180,UTC+03:00
DZ,In Guezzam,In Guezzam,INF,19.56667,5.75,Africa/Algiers,60,UTC+01:00
AU,Wilcannia,Wilcannia,WIO|YWCA,-31.51749992,143.3789978,Australia/Sydney,600,UTC+10:00
MX,Tuxtla Gutierrez,Tuxtla Gutierrez,MMTG|TGZ,16.561822,-93.026081,America/Mexico_City,-360,UTC-06:00
DK,Thisted,Thisted,EKTS|TED,57.0688,8.705225,Europe/Copenhagen,120,UTC+02:00
JP,Tanegashima,Tanegashima,RJFG|TNE,30.605067,130.991231,Asia/Tokyo,540,UTC+09:00
SB,Rennell,Rennell,AGGR|RNL,-11.5339,160.063,Pacific/Guadalcanal,660,UTC+11:00
FJ,Lakeba,Lakeba,LKB|NFNK,-18.1992,-178.817,Pacific/Fiji,720,UTC+12:00
US,"Jefferson City, Missouri","Jefferson City, Missouri",JEF|KJEF,38.5912,-92.1561,America/Chicago,-300,UTC-05:00
US,"Gladwin, Michigan","Gladwin, Michigan",GDW|KGDW,43.9705893,-84.47502,America/Detroit,-240,UTC-04:00
